season,week,team,opponent_team,season_type,completions,attempts,passing_yards,passing_tds,passing_interceptions,sacks_suffered,passing_first_downs,passing_epa,carries,rushing_yards,rushing_tds,rushing_fumbles_lost,rushing_first_downs,rushing_epa,def_sacks,def_qb_hits,def_interceptions,def_pass_defended,def_fumbles_forced,def_tds,fg_made,fg_att,fg_long,pat_made,pat_att,penalties,penalty_yards,team_score,opponent_score,injury_impact_score,noteworthy_injuries_count
2025,4,TB,PHI,REG,22,40,289,2,1,2,7,-5.439326392272233,26,104,0,1,5,-4.505528443027288,2.0,3,0,5,1,0,3,3,65.0,2,2,5,40,25.0,31.0,21.0,4.0
2025,4,TEN,HOU,REG,10,26,108,0,1,2,5,-16.60359526718991,18,82,0,0,3,1.1587332143382625,2.0,5,0,1,0,0,0,2,,0,0,4,35,0.0,26.0,23.0,7.0
2025,4,WAS,ATL,REG,16,27,156,2,1,2,9,-0.046404255224956836,22,147,0,0,7,4.784208872006275,1.0,2,1,1,2,0,4,4,52.0,1,1,6,50,27.0,34.0,0.0,0.0
2025,5,ARI,TEN,REG,23,32,220,0,0,3,8,1.1999048311263323,29,168,3,2,10,-5.952887479506899,2.0,4,1,8,1,0,0,0,,3,3,8,47,21.0,22.0,21.0,4.0
2025,5,BAL,HOU,REG,14,20,179,0,3,1,7,-7.8949564919229065,19,44,1,0,4,-5.534755662432872,2.0,4,0,0,0,0,1,2,27.0,1,1,9,49,10.0,44.0,21.0,4.0
2025,5,BUF,NE,REG,22,31,253,2,1,1,16,10.645898245595461,29,118,0,1,6,-3.9830778628238477,4.0,8,0,1,2,0,2,2,45.0,2,2,11,90,20.0,23.0,21.0,6.0
2025,5,CAR,MIA,REG,19,30,198,2,1,3,12,-1.3048395836655962,32,239,1,0,8,10.933818381774472,3.0,3,0,1,0,0,2,2,49.0,3,3,8,46,27.0,24.0,13.5,2.0
2025,5,CIN,DET,REG,26,40,251,3,3,2,12,-8.766111446794405,16,85,0,0,4,1.802048583922442,4.0,7,0,1,1,0,1,1,50.0,3,3,6,30,24.0,37.0,18.0,5.0
2025,5,CLE,MIN,REG,19,33,190,2,0,2,9,-2.2798502849765976,32,140,0,0,9,1.4644650935661048,3.0,3,0,3,2,0,1,1,31.0,2,2,10,78,17.0,21.0,21.5,6.0
2025,5,DAL,NYJ,REG,18,29,237,4,0,1,12,11.848729786221256,29,180,1,0,9,6.831910461449297,5.0,14,0,3,1,0,1,1,35.0,4,5,11,91,37.0,22.0,15.0,4.0
2025,5,DEN,PHI,REG,24,39,242,1,0,2,12,4.242067022660045,29,130,1,0,8,0.8363362583040725,6.0,8,0,9,0,0,2,2,55.0,1,1,12,121,21.0,17.0,3.5,1.0
2025,5,DET,CIN,REG,20,24,261,4,0,4,15,13.01289663463831,33,118,1,0,7,-3.777595158026088,2.0,9,3,11,2,0,0,0,,5,5,8,56,37.0,24.0,15.0,4.0
2025,5,HOU,BAL,REG,25,31,267,4,0,2,15,18.976819263320994,33,167,1,0,8,3.0716267556887153,1.0,2,3,4,0,0,3,3,57.0,5,5,4,26,44.0,10.0,3.5,1.0
2025,5,IND,LV,REG,21,32,221,2,0,0,12,10.682596398386872,25,96,4,0,10,6.2042357967149,4.0,5,2,8,0,0,0,0,,2,2,9,77,40.0,6.0,11.5,3.0
2025,5,JAX,KC,REG,18,25,221,1,1,3,8,-0.7439143976450786,26,109,2,1,10,2.271797684923513,0.0,4,1,6,0,1,1,1,52.0,4,4,4,25,31.0,28.0,13.5,4.0
2025,5,KC,JAX,REG,29,41,318,1,1,0,15,2.664317194139585,22,158,3,0,13,9.242397008405533,3.0,8,1,5,1,0,0,0,,4,4,13,109,28.0,31.0,3.5,1.0
2025,5,LA,SF,REG,30,47,389,3,0,1,18,15.072453184221198,16,78,0,2,6,-10.659328916692175,1.0,10,0,5,0,0,1,2,48.0,2,3,5,36,23.0,26.0,0.0,0.0
2025,5,LAC,WAS,REG,25,33,210,1,1,5,11,-7.5453580910951095,27,155,0,0,6,4.38978646293981,1.0,1,0,2,1,0,1,1,55.0,1,1,10,85,10.0,27.0,15.0,4.0
2025,5,LV,IND,REG,25,36,228,0,2,4,12,-10.903446787652872,25,106,0,0,6,-2.9291376379551366,0.0,3,0,3,0,0,2,3,37.0,0,0,6,65,6.0,40.0,21.5,6.0
2025,5,MIA,CAR,REG,27,36,256,3,0,3,13,11.485191292514582,14,19,0,0,2,-6.435699418361764,3.0,8,1,2,1,0,1,1,43.0,3,3,9,64,24.0,27.0,10.5,3.0
2025,5,MIN,CLE,REG,26,35,268,2,0,3,14,11.959720982628124,23,97,1,2,5,-9.770947939308826,2.0,3,0,5,0,0,0,1,,3,3,7,50,21.0,17.0,17.5,3.0
2025,5,NE,BUF,REG,22,30,273,0,0,4,13,9.731839577931728,22,71,2,0,5,-0.910297991533298,1.0,5,1,3,1,0,3,3,52.0,2,2,8,93,23.0,20.0,14.0,4.0
2025,5,NO,NYG,REG,22,32,244,1,0,0,10,9.309715548185872,30,88,0,0,5,-6.356846121515371,0.0,5,2,7,2,0,4,6,53.0,2,2,7,43,26.0,14.0,21.5,6.0
2025,5,NYG,NO,REG,26,40,202,2,2,1,10,-12.648555137915537,29,136,0,1,11,-1.9155143193202093,0.0,1,0,3,0,0,0,0,,2,2,8,95,14.0,26.0,25.0,7.0
2025,5,NYJ,DAL,REG,32,46,283,2,0,5,14,3.908267046055964,22,144,0,1,9,-3.494672117754817,1.0,3,0,4,0,0,2,2,48.0,0,0,10,61,22.0,37.0,28.0,6.0
2025,5,PHI,DEN,REG,23,38,280,2,0,6,11,0.5049775303469999,11,45,0,0,2,-0.3342715204344131,2.0,8,0,2,0,0,1,1,31.0,2,2,9,55,17.0,21.0,17.5,5.0
2025,5,SEA,TB,REG,28,34,341,4,1,0,18,23.413120006202856,20,122,1,1,7,-1.5084197649848647,1.0,2,0,2,0,0,0,1,,5,5,7,56,35.0,38.0,18.0,5.0
2025,5,SF,LA,REG,33,49,342,2,0,1,19,14.00177889080927,33,74,0,0,6,-3.7546213712597183,1.0,2,0,4,1,0,4,4,59.0,2,2,8,44,26.0,23.0,28.5,6.0
2025,5,TB,SEA,REG,29,33,379,2,0,1,17,25.9806902520554,24,56,2,0,6,-3.0906922598586846,0.0,2,1,6,0,0,3,3,39.0,3,3,4,37,38.0,35.0,21.0,4.0
2025,5,TEN,ARI,REG,21,39,265,0,1,2,12,1.597718604147161,24,78,1,1,6,-6.611232318535867,3.0,6,0,2,0,0,3,3,51.0,1,2,6,35,22.0,21.0,23.0,7.0
2025,5,WAS,LAC,REG,15,26,231,1,0,1,9,14.006386082944797,28,163,2,1,9,0.00040329492185264826,5.0,9,1,4,1,0,2,2,36.0,3,3,7,48,27.0,10.0,0.0,0.0
2025,6,ARI,IND,REG,27,44,320,2,1,2,17,6.258094309852431,24,88,1,0,8,0.033021019626175985,1.0,6,1,4,0,0,2,2,44.0,3,3,7,65,27.0,31.0,21.0,4.0
2025,6,ATL,BUF,REG,20,32,250,1,0,2,10,-0.41926983085160874,32,210,2,0,9,4.761006107598703,4.0,6,2,9,1,0,1,2,33.0,3,3,6,35,24.0,14.0,28.5,6.0
2025,6,BAL,LA,REG,21,34,140,0,1,4,6,-12.359193464065335,37,179,0,1,13,-6.104339907411486,2.0,3,0,2,1,0,1,1,37.0,0,0,7,80,3.0,17.0,21.0,4.0
2025,6,BUF,ATL,REG,15,26,180,2,2,4,8,-7.167852376616793,24,134,0,0,8,0.7480864946264774,2.0,4,0,5,0,0,0,0,,2,2,8,64,14.0,24.0,21.0,6.0
2025,6,CAR,DAL,REG,17,25,199,3,1,1,11,2.201376390146385,38,216,0,0,14,6.73148625281668,0.0,2,0,4,0,0,3,3,55.0,3,3,6,57,30.0,27.0,13.5,2.0
2025,6,CHI,WAS,REG,17,29,252,1,0,3,10,3.275814118387534,27,145,1,0,8,5.895976407468235,3.0,3,1,3,1,0,4,5,48.0,1,1,9,84,25.0,24.0,18.5,5.0
2025,6,CIN,GB,REG,29,45,219,2,0,1,12,6.496397113490076,16,55,0,0,5,-0.8384554347139783,1.0,4,1,6,0,0,1,3,45.0,1,1,3,17,18.0,27.0,18.0,5.0
2025,6,CLE,PIT,REG,29,52,221,0,0,6,10,-13.877616212263888,17,65,0,0,7,-0.024536368378903717,0.0,3,0,3,1,0,3,3,53.0,0,0,6,44,9.0,23.0,21.5,6.0
2025,6,DAL,CAR,REG,25,34,261,3,0,0,12,17.745348571297626,19,31,0,0,2,-8.40553474839544,1.0,5,1,1,2,0,2,2,28.0,3,3,6,37,27.0,30.0,15.0,4.0
2025,6,DEN,NYJ,REG,19,30,174,1,0,1,9,5.107167024033728,26,78,0,0,3,-6.4910536024253815,9.0,15,0,4,0,0,2,2,57.0,1,1,6,37,13.0,11.0,3.5,1.0
2025,6,DET,KC,REG,23,29,203,2,0,1,14,6.713151381118223,23,98,0,0,5,-0.7599178904783912,3.0,3,0,1,1,0,1,1,28.0,2,2,4,38,17.0,30.0,15.0,4.0
2025,6,GB,CIN,REG,19,26,259,1,1,1,11,7.356112143495093,33,153,2,0,12,4.917651760663981,1.0,5,0,3,0,0,2,2,43.0,3,3,5,40,27.0,18.0,15.0,4.0
2025,6,IND,ARI,REG,22,30,212,2,1,1,13,2.8482230268754942,27,150,2,0,11,5.5138952072302345,2.0,12,1,3,0,0,1,1,45.0,4,4,5,40,31.0,27.0,11.5,3.0
2025,6,JAX,SEA,REG,27,42,258,2,0,7,13,-0.38684652255145546,19,59,0,0,3,-1.0987259491956793,1.0,4,0,3,0,0,0,1,,0,1,10,76,12.0,20.0,13.5,4.0
2025,6,KC,DET,REG,22,30,257,3,0,3,16,15.57258388680734,29,112,1,0,8,-1.6851618335931562,1.0,4,0,0,1,0,1,1,33.0,3,4,0,0,30.0,17.0,3.5,1.0
2025,6,LA,BAL,REG,17,26,181,1,0,2,10,0.9594451738590664,23,74,1,0,5,-3.9353478991542943,4.0,11,1,4,2,0,1,2,36.0,2,2,6,40,17.0,3.0,0.0,0.0
2025,6,LAC,MIA,REG,29,38,264,2,0,1,12,12.641889955414864,25,140,0,0,7,-0.280884458631665,2.0,4,3,5,0,0,5,5,35.0,2,2,7,45,29.0,27.0,15.0,4.0
2025,6,LV,TEN,REG,17,23,174,1,1,2,9,0.5693263779394329,32,68,1,0,4,-12.312568710836507,5.0,8,1,2,1,0,2,2,50.0,2,2,6,27,20.0,10.0,21.5,6.0
2025,6,MIA,LAC,REG,22,33,213,1,3,2,10,-0.6257534058939094,21,137,2,0,7,5.722234074550215,1.0,7,0,2,2,0,2,3,47.0,3,3,4,45,27.0,29.0,10.5,3.0
2025,6,NE,NO,REG,18,26,261,3,0,1,12,17.406637246674592,31,73,0,0,6,-10.04510771094635,2.0,4,0,5,1,0,1,1,24.0,2,2,11,65,25.0,19.0,14.0,4.0
2025,6,NO,NE,REG,20,26,227,0,0,2,7,3.9048227529301185,23,73,1,0,7,-0.6530956160859205,1.0,4,0,2,1,0,4,4,54.0,1,1,8,67,19.0,25.0,21.5,6.0
2025,6,NYG,PHI,REG,17,26,195,1,0,2,8,5.7703542148228735,39,172,4,0,14,7.111756450438406,3.0,3,1,4,1,0,0,0,,4,5,6,55,34.0,17.0,25.0,7.0
2025,6,NYJ,DEN,REG,9,17,45,0,0,9,2,-20.7214580506014,31,92,0,0,7,-3.2562456138458105,1.0,3,0,2,2,0,3,3,52.0,0,0,2,15,11.0,13.0,28.0,6.0
2025,6,PHI,NYG,REG,24,33,283,1,1,3,14,2.1615822567789524,20,73,1,0,5,-2.4201052308490034,2.0,3,0,4,0,0,1,1,42.0,2,2,4,46,17.0,34.0,17.5,5.0
2025,6,PIT,CLE,REG,21,30,235,2,0,0,11,9.599199736872942,28,100,0,0,7,-2.440723583976448,6.0,17,0,8,0,0,3,4,50.0,2,2,10,59,23.0,9.0,17.0,3.0
2025,6,SEA,JAX,REG,16,27,295,2,0,1,10,10.52449972709388,26,60,0,0,2,-13.150013602185885,7.0,17,0,2,0,0,2,2,53.0,2,2,7,56,20.0,12.0,18.0,5.0
2025,6,SF,TB,REG,27,39,347,0,2,6,10,-4.42705243935853,22,67,1,0,7,-1.2894251411780715,1.0,1,0,2,0,0,4,4,54.0,1,1,9,65,19.0,30.0,28.5,6.0
2025,6,TB,SF,REG,17,23,256,2,0,1,9,12.067489617715157,26,104,2,0,10,1.0234146490548737,6.0,10,2,5,1,0,1,2,45.0,3,3,5,31,30.0,19.0,21.0,4.0
2025,6,TEN,LV,REG,26,38,222,1,1,6,11,-14.68072225380456,15,65,0,0,3,-3.206434338061692,2.0,7,1,4,0,0,1,1,46.0,1,1,7,34,10.0,20.0,23.0,7.0
2025,6,WAS,CHI,REG,19,26,211,3,1,3,11,6.435357536926994,31,124,0,2,8,-10.193474855914246,3.0,5,0,5,0,0,1,2,53.0,3,3,5,40,24.0,25.0,0.0,0.0
2025,7,ARI,GB,REG,25,36,279,2,0,6,13,1.0358332606710152,28,94,0,0,5,-4.690612517471891,1.0,2,0,3,1,0,3,3,40.0,2,2,6,55,23.0,27.0,21.0,4.0
2025,7,ATL,SF,REG,21,38,241,1,0,2,13,-6.737357140441047,20,62,0,0,3,-0.11120319267502055,1.0,4,1,2,0,0,1,1,38.0,1,1,6,43,10.0,20.0,28.5,6.0
2025,7,CAR,NYJ,REG,19,32,198,1,0,2,10,-2.606155805413017,36,125,0,0,7,-4.531804146710783,6.0,11,2,9,0,0,2,2,30.0,1,1,6,45,13.0,6.0,13.5,2.0
2025,7,CHI,NO,REG,15,26,172,0,1,1,10,2.149814817582892,40,222,2,0,15,0.5681171632757938,4.0,7,3,9,1,0,4,4,39.0,2,2,10,92,26.0,14.0,18.5,5.0
2025,7,CIN,PIT,REG,31,47,342,3,0,2,16,15.144058558264483,23,142,0,0,8,5.462086787905845,0.0,2,2,6,0,0,4,4,49.0,3,3,4,35,33.0,31.0,18.0,5.0
2025,7,CLE,MIA,REG,13,18,116,0,0,2,6,0.8498010866597445,33,104,3,0,5,-7.062179934291635,4.0,6,3,6,2,1,1,1,30.0,4,4,5,37,31.0,6.0,21.5,6.0
2025,7,DAL,WAS,REG,21,30,264,3,0,1,11,7.193154708318104,31,152,1,0,10,-1.3028992045728955,4.0,6,1,5,1,1,3,3,61.0,5,5,10,79,44.0,22.0,15.0,4.0
2025,7,DEN,NYG,REG,27,50,279,2,0,2,15,-1.4068489084650624,24,142,2,0,9,8.40782054932788,4.0,10,1,8,0,0,1,1,39.0,2,2,12,127,33.0,32.0,3.5,1.0
2025,7,DET,TB,REG,20,29,241,1,1,4,9,-8.635040956975383,32,164,2,0,7,0.8147686071461067,4.0,8,1,12,2,0,1,2,58.0,3,3,6,50,24.0,9.0,15.0,4.0
2025,7,GB,ARI,REG,19,29,179,1,0,1,10,6.063561517960258,23,94,2,0,5,0.05295753350947052,6.0,12,0,4,1,0,2,2,61.0,3,3,10,94,27.0,23.0,15.0,4.0
2025,7,HOU,SEA,REG,23,49,229,1,1,3,13,-13.52440370475038,17,56,0,0,1,-8.1790441799385,2.0,5,2,5,2,0,2,2,46.0,1,1,10,105,19.0,27.0,3.5,1.0
2025,7,IND,LAC,REG,23,34,288,2,0,1,14,14.861354353612416,23,120,3,0,10,7.140562940854579,3.0,15,2,6,0,0,1,1,36.0,3,4,3,42,38.0,24.0,11.5,3.0
2025,7,JAX,LA,REG,23,48,296,1,0,7,14,-13.934148005980758,19,94,0,0,6,2.081177057872992,0.0,4,0,4,0,0,0,1,,1,1,13,119,7.0,35.0,13.5,4.0
2025,7,KC,LV,REG,26,35,286,3,0,1,16,19.33951696060377,41,152,1,0,12,-2.7794445161125623,1.0,2,0,1,0,0,1,1,38.0,4,4,5,38,31.0,0.0,3.5,1.0
2025,7,LA,JAX,REG,21,33,182,5,0,0,14,8.782921106321737,29,89,0,0,4,-1.7697820933535695,7.0,11,0,10,1,0,0,0,,5,5,5,45,35.0,7.0,0.0,0.0
2025,7,LAC,IND,REG,37,55,420,3,2,3,19,5.819126800481275,16,54,0,0,4,0.6523442440084182,1.0,5,0,4,0,0,1,1,43.0,3,3,6,35,24.0,38.0,15.0,4.0
2025,7,LV,KC,REG,12,18,75,0,0,1,2,-10.463286587735638,11,25,0,1,2,-9.597803617914906,1.0,3,0,2,1,0,0,0,,0,0,8,58,0.0,31.0,21.5,6.0
2025,7,MIA,CLE,REG,17,31,153,0,3,4,7,-26.529127711095036,22,99,0,0,6,-5.295548660927492,2.0,3,0,2,0,0,2,2,33.0,0,0,11,103,6.0,31.0,10.5,3.0
2025,7,MIN,PHI,REG,26,42,313,0,2,2,13,-2.276972435588654,23,89,1,0,10,-3.6808791368397786,3.0,4,0,1,0,0,5,5,59.0,1,1,3,30,22.0,28.0,17.5,3.0
2025,7,NE,TEN,REG,22,24,234,2,0,4,13,11.522871309763435,36,175,1,0,9,3.28669796284521,4.0,5,1,2,0,0,1,1,36.0,4,4,5,36,31.0,13.0,14.0,4.0
2025,7,NO,CHI,REG,20,32,233,2,3,4,9,-12.238946060688937,17,44,0,0,3,-3.4923759896773845,1.0,5,1,5,0,0,0,1,,2,2,5,30,14.0,26.0,21.5,6.0
2025,7,NYG,DEN,REG,15,33,283,3,1,4,12,8.377084178893828,32,119,2,0,7,0.21420120215043426,2.0,5,0,8,0,0,0,0,,2,4,8,36,32.0,33.0,25.0,7.0
2025,7,NYJ,CAR,REG,16,34,172,0,2,6,8,-13.49936588228681,20,81,0,0,4,-1.8465962274007577,2.0,7,0,7,0,0,2,2,47.0,0,0,5,26,6.0,13.0,28.0,6.0
2025,7,PHI,MIN,REG,19,23,326,3,0,3,9,18.93541818659287,23,45,0,0,5,-7.213598003944254,2.0,8,2,3,0,1,0,1,,4,4,8,64,28.0,22.0,17.5,5.0
2025,7,PIT,CIN,REG,23,34,249,4,2,0,12,13.311911904311273,20,147,0,0,7,6.391976104408968,2.0,6,0,6,0,0,1,1,41.0,4,4,7,59,31.0,33.0,17.0,3.0
2025,7,SEA,HOU,REG,17,32,213,1,2,2,9,-10.983927926970681,33,118,2,0,7,-1.1994721797578576,3.0,7,1,12,0,0,2,3,47.0,3,3,12,93,27.0,19.0,18.0,5.0
2025,7,SF,ATL,REG,17,26,152,0,1,1,10,1.968226376034634,39,174,2,0,12,-1.7518074903346132,2.0,5,0,2,1,0,2,2,55.0,2,2,3,25,20.0,10.0,28.5,6.0
2025,7,TB,DET,REG,28,50,228,1,1,4,11,-25.048290733687832,12,41,0,0,2,1.5655925021274015,4.0,9,1,2,1,0,1,1,53.0,0,0,6,35,9.0,24.0,21.0,4.0
2025,7,TEN,NE,REG,25,34,255,1,1,5,14,-11.742684764254212,12,39,0,0,1,-2.7508370465948246,4.0,4,0,0,0,0,2,2,50.0,1,1,3,15,13.0,31.0,23.0,7.0
2025,7,WAS,DAL,REG,16,32,219,1,1,4,8,-19.954931111249607,28,136,2,0,8,5.790993408285547,1.0,5,0,7,0,0,0,0,,2,2,11,118,22.0,44.0,0.0,0.0
